index,車両本体価格(万円),走行距離(km),車歴,修復歴,保証,ハイブリッド,車検,都道府県
200,179.8,37000,7,0,1,0,1,滋賀県
201,208.6,41000,5,0,1,1,1,大阪府
202,249.8,37000,2,0,1,1,1,愛知県
203,154.9,66000,4,0,0,1,0,千葉県
204,201.8,21000,5,0,1,0,1,福岡県
205,233.6,36000,3,0,1,0,1,茨城県
206,159.6,49000,9,0,1,0,1,岩手県
207,241.9,18000,2,0,1,0,1,東京都
208,162.8,65000,8,0,1,1,1,宮城県
209,264.9,29000,2,0,1,1,1,愛知県
210,282.9,11000,3,0,1,1,1,千葉県
211,246.7,4000,2,0,1,0,1,静岡県
212,129.9,63000,8,0,1,0,1,兵庫県
213,226.8,44000,5,0,1,1,1,広島県
214,289.8,26000,3,0,1,1,1,北海道
215,247.8,13000,2,0,1,0,1,愛知県
216,233.8,35000,4,0,1,1,1,東京都
217,133.7,80000,6,0,1,0,1,福島県
218,209,30000,5,0,1,1,1,群馬県
219,185.8,23000,6,0,1,0,1,群馬県
220,114.8,41000,10,0,1,0,1,大阪府
221,261.2,32000,3,0,1,1,1,茨城県
222,197.9,50000,5,0,1,1,1,愛知県
223,169.3,33000,6,0,1,0,1,愛知県
224,138.8,36000,9,0,1,0,1,埼玉県
225,169.8,55000,6,0,1,0,1,新潟県
226,219.8,31000,7,0,1,1,0,大阪府
227,149.8,64000,8,0,1,0,1,大阪府
228,199.8,34000,5,0,1,0,1,愛知県
229,266.3,31000,4,0,1,1,1,茨城県
230,254.9,20,1,0,1,1,1,千葉県
231,107.5,89000,11,0,1,1,1,兵庫県
232,107.9,83000,9,0,1,0,1,滋賀県
233,199.9,58000,5,0,1,1,1,長野県
234,148.2,54000,6,0,1,1,1,大阪府
235,265.9,23000,3,0,1,1,1,東京都
236,155.8,76000,7,0,1,1,1,埼玉県
237,146.2,56000,8,0,1,0,1,大阪府
238,172.8,46000,8,0,1,0,1,宮城県
239,258.8,26000,3,0,1,0,1,愛知県
240,199.8,28000,5,0,1,0,1,福岡県
241,254.6,52000,3,0,1,1,1,京都府
242,124.9,87000,9,0,1,1,1,栃木県
243,237.4,12000,3,0,1,0,1,埼玉県
244,199.8,33000,5,0,1,0,1,高知県
245,99.5,65000,11,0,1,0,1,埼玉県
246,125.2,84000,6,0,1,0,1,愛知県
247,109.9,42000,11,0,1,0,1,東京都
248,244.9,21000,3,0,1,0,1,福岡県
249,248.9,10000,2,0,1,0,1,大阪府
250,170.8,31000,8,0,1,0,1,福岡県
251,156.8,39000,8,0,1,0,1,大阪府
252,159.8,22000,9,0,1,1,1,愛知県
253,172.8,29000,7,0,1,0,1,奈良県
254,169.3,54000,7,0,1,1,1,埼玉県
255,298.8,28000,3,0,1,1,0,福井県
256,179.8,44000,4,0,1,0,1,神奈川県
257,259.9,12,1,0,1,1,1,熊本県
258,251.9,20,1,0,1,1,1,福岡県
259,259.9,10,1,0,1,1,1,熊本県
260,236.5,14000,4,0,1,1,1,埼玉県
261,198.8,38000,6,0,1,1,1,愛知県
262,97.8,58000,10,0,1,0,1,埼玉県
263,116.8,116000,8,0,1,1,1,宮城県
264,218.5,46000,4,0,0,0,0,岡山県
265,242.9,13,1,0,1,1,1,石川県
266,198,47000,5,0,1,0,1,千葉県
267,218.8,21000,5,0,1,1,1,静岡県
268,264.8,25000,3,0,0,1,1,新潟県
269,293.1,20000,2,0,1,1,1,大阪府
270,92.2,118000,10,0,1,1,1,愛知県
271,99.9,98000,11,0,1,0,1,愛知県
272,259.9,8,1,0,1,1,1,三重県
273,259.9,8,1,0,1,1,1,和歌山県
274,273,31000,3,0,1,1,1,栃木県
275,155.8,47000,7,0,1,0,1,福島県
276,324.9,5,1,0,1,1,1,熊本県
277,298.5,15000,2,0,1,1,1,愛知県
278,169.6,44000,6,0,1,0,1,大阪府
279,144.6,72000,8,0,0,1,0,岡山県
280,113.6,71000,10,0,1,1,1,長崎県
281,306.8,14000,2,0,1,1,1,東京都
282,180.7,57000,7,0,1,1,1,宮城県
283,159.8,63000,9,0,1,1,1,岐阜県
284,93.9,98000,9,0,1,1,1,愛知県
285,279.9,29000,3,0,1,1,1,愛知県
286,263.8,19000,4,0,1,1,1,大阪府
287,205.9,60000,5,0,1,1,1,千葉県
288,129.6,92000,8,0,1,0,1,長崎県
289,109.7,95000,9,0,1,1,1,大阪府
290,119.9,51000,10,0,1,0,1,長野県
291,118.8,71000,10,0,1,1,1,島根県
292,280.3,20000,3,0,1,1,1,群馬県
293,268,23000,3,0,1,1,1,大阪府
294,164.9,35000,8,0,1,1,1,愛知県
295,109.1,39000,10,0,1,0,1,愛知県
296,324.9,41,1,0,1,1,1,熊本県
297,99.9,71000,10,0,1,0,1,千葉県
298,170,58000,8,0,1,1,1,愛知県
299,97.8,104000,11,0,1,1,1,岡山県
300,138.8,83000,8,0,1,1,1,愛知県
301,262.9,10,1,0,1,1,1,愛媛県
302,239.8,7,1,0,1,0,1,神奈川県
303,219.8,8000,5,0,1,1,1,宮城県
304,259.9,10000,3,0,1,1,1,福井県
305,266.8,7,1,0,1,1,1,群馬県
306,136.3,51000,10,0,1,1,1,和歌山県
307,195.8,21000,6,0,1,0,1,宮城県
308,299.9,9000,2,0,1,1,1,新潟県
309,139.8,49000,9,0,1,0,1,愛知県
310,269.8,21000,3,0,1,1,1,愛知県
311,339.9,10,1,0,1,1,1,京都府
312,247.8,23000,4,0,1,1,1,奈良県
313,143.9,36000,8,0,1,0,1,大阪府
314,84,123000,11,0,1,1,1,岐阜県
315,305.8,12000,2,0,1,1,1,福岡県
316,118.3,62000,11,0,1,0,1,大阪府
317,285.8,10000,3,0,1,1,1,愛知県
318,154.9,59000,7,0,1,0,1,愛知県
319,259.9,10,1,0,1,1,1,岡山県
320,149.9,26000,8,0,1,0,1,愛知県
321,234.8,18000,4,0,1,1,1,福島県
322,158.8,61000,8,0,1,0,1,群馬県
323,169.9,50000,7,0,1,0,1,茨城県
324,254.7,27000,4,0,0,1,0,千葉県
325,289.8,3000,3,0,1,1,1,愛知県
326,158.3,82000,4,0,1,1,1,埼玉県
327,244.7,25000,3,0,1,0,1,熊本県
328,198.1,15000,5,0,1,1,1,福岡県
329,172,28000,6,0,1,0,1,愛知県
330,295.8,24000,3,0,1,1,1,滋賀県
331,278.8,37000,3,0,1,1,1,愛知県
332,183.8,33000,7,0,1,0,1,和歌山県
333,202.8,30000,6,0,1,0,1,福岡県
334,174.8,42000,8,0,1,1,1,大阪府
335,214.8,46000,5,0,1,0,1,北海道
336,164.8,29000,7,0,1,0,1,大阪府
337,199.8,38000,5,0,1,0,1,熊本県
338,309.8,15000,2,0,1,1,1,佐賀県
339,145.8,22000,11,0,1,1,1,大阪府
340,300.4,11000,2,0,1,1,1,愛知県
341,119.9,82000,9,0,1,1,1,大阪府
342,179.8,53000,6,0,1,0,1,鹿児島県
343,104.9,75000,9,0,1,0,1,佐賀県
344,169.9,57000,4,0,0,1,0,千葉県
345,112.9,87000,8,0,1,0,1,長崎県
346,199.8,44000,6,0,1,0,1,大阪府
347,278.8,12000,3,0,1,0,1,東京都
348,207.8,60000,3,0,1,1,1,富山県
349,261.8,20000,2,0,1,1,1,愛知県
350,275.3,43000,3,0,1,1,1,大阪府
351,185.4,31000,5,0,1,0,1,岡山県
352,221.9,9000,3,0,1,0,1,大阪府
353,149.8,34000,9,0,1,0,1,埼玉県
354,284.9,24000,3,0,1,1,1,愛知県
355,189.8,27000,8,0,1,1,1,山口県
356,118.4,42000,10,0,0,0,1,神奈川県
357,269.9,46000,3,0,1,1,1,静岡県
358,229,6,1,0,1,0,1,香川県
359,74.9,94000,11,0,0,0,1,岡山県
360,313.8,27000,2,0,1,1,1,東京都
361,274.7,12000,3,0,1,1,1,佐賀県
362,259.9,7000,2,0,1,0,1,福岡県
363,222.6,30000,4,0,1,0,1,千葉県
364,172.9,69000,5,0,1,0,1,三重県
365,258.8,23000,4,0,1,1,1,広島県
366,277.8,41000,3,0,1,1,1,宮城県
367,139.8,68000,10,0,1,1,1,滋賀県
368,159.8,38000,8,0,1,0,1,富山県
369,218.3,33000,4,0,1,0,1,埼玉県
370,199.9,41000,6,0,1,1,1,神奈川県
371,239.8,52000,3,0,0,1,1,千葉県
372,167.9,50000,8,0,1,0,1,静岡県
373,187.8,48000,6,0,1,1,1,岡山県
374,124.9,48000,9,0,1,0,1,埼玉県
375,259.9,31000,3,0,1,1,1,宮城県
376,300.4,15000,2,0,1,1,1,愛知県
377,167.8,53000,8,0,1,1,1,千葉県
378,173.8,35000,8,0,1,0,1,三重県
379,262.9,7,1,0,1,1,1,三重県
380,152.8,70000,7,0,1,0,1,岡山県
381,257,16000,3,0,1,0,1,三重県
382,127.8,58000,9,0,1,0,1,愛知県
383,187.8,46000,7,0,1,0,1,愛知県
384,219.8,44000,5,0,1,1,1,愛知県
385,282.9,29000,3,0,1,1,1,三重県
386,176.6,54000,5,0,1,0,1,大阪府
387,208.3,29000,5,0,1,1,1,大阪府
388,151.8,67000,7,0,1,1,0,埼玉県
389,159.8,69000,7,0,1,0,1,滋賀県
390,193.9,57000,5,0,1,1,1,埼玉県
391,189.9,47000,7,0,1,0,1,岡山県
392,212.8,40000,4,0,1,0,1,富山県
393,274.8,20000,3,0,0,1,1,新潟県
394,173.8,60000,8,0,1,1,1,福島県
395,250.1,29000,3,0,1,1,1,大阪府
396,159.9,82000,8,0,1,1,1,長野県
397,169.9,42000,6,0,1,0,1,山形県
398,255.8,17000,3,0,1,1,1,愛知県
399,178.3,37000,5,0,1,0,1,愛知県
400,169.8,53000,7,0,1,0,1,熊本県
401,124.8,88000,10,0,1,1,1,愛知県
402,319.8,4000,1,0,1,1,1,宮城県
403,118.8,60000,9,0,1,0,1,大阪府
404,149.8,55000,10,0,1,1,1,群馬県
405,179.9,38000,5,0,1,0,1,奈良県
406,134.9,104000,7,0,1,1,1,福岡県
407,292.6,16000,2,0,1,1,1,神奈川県
408,147.5,64000,9,0,1,1,1,愛知県
409,239.8,14000,4,0,0,1,0,千葉県
410,134.8,51000,9,0,1,0,1,愛知県
411,119.8,63000,11,0,1,0,1,大阪府
412,299.8,8000,1,0,1,1,1,大阪府
413,119.9,57000,10,0,1,1,1,埼玉県
414,193.8,26000,6,0,1,0,1,奈良県
415,301.8,24000,3,0,1,1,1,愛知県
416,170.8,28000,8,0,1,0,1,千葉県
417,157.3,61000,7,0,1,0,1,高知県
418,262.4,48000,3,0,1,1,1,栃木県
419,116.4,22000,10,0,1,0,1,愛知県
420,305.9,10000,2,0,1,1,1,大阪府
421,198.8,50000,5,0,1,0,1,埼玉県
422,277.2,23000,3,0,1,1,1,宮崎県
423,187.8,40000,8,0,1,1,1,愛知県
424,138.4,54000,11,0,1,1,1,愛知県
425,275.9,9000,2,0,1,1,1,静岡県
426,137.8,64000,9,0,1,0,1,三重県
427,164.8,40000,8,0,1,0,1,埼玉県
428,226.5,29000,3,0,1,0,1,埼玉県
429,196.8,90000,4,0,0,1,0,千葉県
430,198.8,42000,6,0,1,0,1,熊本県
431,244.9,20,1,0,1,0,1,愛知県
432,149.9,69000,4,0,0,1,0,千葉県
433,139.9,59000,11,0,1,1,1,新潟県
434,189.8,32000,6,0,1,0,1,沖縄県
435,142.8,28000,7,1,1,0,0,神奈川県
436,159.8,45000,9,0,1,1,1,佐賀県
437,279.9,10000,4,0,1,1,1,鹿児島県
438,262.7,10,1,0,1,1,1,長崎県
439,287.7,31000,2,0,1,1,1,兵庫県
440,183,32000,7,0,1,1,1,長崎県
441,199.9,44000,5,0,1,0,1,岐阜県
442,119.8,89000,10,0,1,1,1,静岡県
443,270.7,27000,3,0,1,1,1,愛知県
444,296.8,15000,3,0,1,1,1,東京都
445,169.9,45000,9,0,1,1,1,宮城県
446,284.8,26000,4,0,1,1,1,富山県
447,185.2,48000,7,0,1,1,1,大阪府
448,284.4,17000,2,0,1,1,1,栃木県
449,260.9,43000,3,0,1,1,0,宮城県
450,221.8,43000,5,0,1,1,1,愛知県
451,251.4,25000,3,0,1,0,1,大阪府
452,286.8,42000,3,0,1,1,1,大阪府
453,152.3,88000,8,0,1,1,1,愛知県
454,173.8,40000,8,0,1,1,1,茨城県
455,279.6,21000,3,0,1,1,1,大分県
456,269.9,32000,3,0,1,1,1,奈良県
457,115.6,101000,8,0,0,1,0,栃木県
458,139.9,73000,9,0,1,1,1,愛知県
459,279.8,13000,2,0,1,1,1,愛知県
460,208.8,28000,5,0,1,0,1,愛知県
461,234.9,60000,4,0,1,1,1,愛知県
462,289.7,13000,3,0,1,1,1,茨城県
463,139.2,69000,8,0,1,0,1,栃木県
464,297.1,13000,2,0,1,1,1,埼玉県
465,272.8,10000,3,0,1,0,1,愛知県
466,185.8,31000,6,0,1,0,1,神奈川県
467,149.6,85000,8,0,1,1,1,大分県
468,199.2,55000,3,0,1,0,1,大阪府
469,271.9,41000,3,0,1,1,1,兵庫県
470,269.8,59000,3,0,1,1,1,東京都
471,319.9,3000,1,0,1,1,1,宮城県
472,289.9,35000,3,0,1,1,1,岡山県
473,114.9,50000,11,0,1,0,1,三重県
474,192.9,34000,7,0,1,0,1,愛知県
475,149.8,87000,7,0,1,0,1,北海道
476,250.8,27000,3,0,1,1,1,愛知県
477,272.9,22000,2,0,1,1,1,和歌山県
478,277.9,19000,3,0,1,0,1,千葉県
479,269.9,29000,3,0,1,1,1,群馬県
480,159.9,66000,8,0,1,1,1,熊本県
481,299.9,20000,3,0,1,1,1,千葉県
482,259.8,20000,3,0,0,1,0,栃木県
483,265.8,37000,3,0,1,1,1,神奈川県
484,192.9,49000,7,0,1,1,1,福岡県
485,159.8,60000,8,0,1,0,1,静岡県
486,285.8,31000,4,0,1,1,1,山口県
487,294.8,35000,3,0,1,1,1,愛知県
488,292.2,9000,3,0,1,1,1,三重県
489,203.8,54000,4,0,1,1,1,静岡県
490,254.4,13000,3,0,1,0,1,大阪府
491,144.8,52000,9,0,1,0,1,福岡県
492,237.9,17000,3,0,1,0,1,神奈川県
493,290.1,16000,3,0,1,1,1,福岡県
494,279.9,16000,3,0,1,1,1,岡山県
495,79.9,96000,10,0,1,0,1,千葉県
496,271.5,31000,3,0,1,1,1,栃木県
497,196.8,58000,7,0,1,1,1,大阪府
498,158,53000,8,0,1,1,1,静岡県
499,220.3,39000,5,0,1,1,1,愛知県
500,299.9,11000,1,0,1,1,1,宮城県
501,225.9,9000,4,0,1,1,1,奈良県
502,133.3,72000,9,0,1,1,1,大阪府
503,203.3,17000,5,0,1,0,1,大阪府
504,189.4,9000,6,0,1,0,1,茨城県
505,282.2,15000,4,0,1,1,1,茨城県
506,259.9,14000,4,0,1,1,1,岡山県
507,163.8,46000,8,0,1,0,1,兵庫県
508,110,94000,10,0,1,1,1,宮城県
509,242.6,27000,2,0,1,0,1,愛知県
510,173.9,68000,7,0,1,0,1,福島県
511,249.8,31000,3,0,1,0,1,富山県
512,89.8,100000,10,0,1,0,1,愛知県
513,137.8,49000,10,0,1,0,1,宮崎県
514,137.9,59000,9,0,1,0,1,愛知県
515,192.9,44000,5,0,1,0,1,熊本県
516,295.9,24000,2,0,1,1,1,栃木県
517,368,7,0,0,1,1,1,北海道
518,137.2,76000,7,0,1,0,1,大阪府
519,203.6,51000,5,0,1,1,1,熊本県
520,107.7,50000,11,0,0,0,1,神奈川県
521,308.9,21000,2,0,1,1,1,岐阜県
522,191.2,32000,7,0,1,1,1,京都府
523,196.2,14000,6,0,1,1,1,埼玉県
524,169.8,86000,6,0,1,1,1,沖縄県
525,278.7,9000,3,0,1,1,1,大阪府
526,299.8,14,1,0,1,1,1,群馬県
527,289.9,17000,3,0,1,1,1,宮城県
528,242.5,16000,2,0,1,0,1,愛知県
529,151.8,55000,8,0,1,0,1,埼玉県
530,159.2,86000,8,0,1,1,1,香川県
531,194.3,37000,5,0,1,0,1,島根県
532,265.8,19000,2,0,1,0,1,千葉県
533,276.5,10000,4,0,1,1,1,埼玉県
534,272.9,24000,2,0,1,1,1,三重県
535,163.8,38000,6,0,1,0,1,福岡県
536,318.1,15,1,0,1,1,1,滋賀県
537,158.9,75000,8,0,1,1,1,福岡県
538,164.9,62000,9,0,1,1,1,茨城県
539,188.8,25000,5,0,1,0,1,埼玉県
540,184.8,46000,7,0,1,0,1,大阪府
541,276.8,28000,3,0,1,1,1,愛知県
542,293.7,23000,3,0,1,1,1,大阪府
543,182.9,61000,7,0,1,1,1,沖縄県
544,178.8,59000,6,0,1,0,1,愛媛県
545,124.9,76000,9,0,1,0,1,鳥取県
546,286.8,23000,2,0,1,1,1,愛知県
547,159.6,68000,7,0,1,0,1,宮崎県
548,283.4,20000,2,0,1,1,1,栃木県
549,238.9,41000,4,0,0,1,0,千葉県
550,208,26000,5,0,1,0,1,愛知県
551,286.1,23000,3,0,1,1,1,栃木県
552,192.9,44000,7,0,1,1,1,沖縄県
553,294.8,25000,3,0,1,1,1,愛知県
554,266.5,19000,4,0,1,1,1,埼玉県
555,123.9,32000,10,0,1,0,1,滋賀県
556,251.6,6000,2,0,1,0,1,埼玉県
557,270.7,41000,3,0,1,1,1,大阪府
558,212.8,50000,4,0,1,1,1,福島県
559,154.6,40000,10,0,1,1,1,宮城県
560,230.8,30000,3,0,1,0,1,岐阜県
561,268.5,9000,4,0,1,1,1,埼玉県
562,255.5,56000,3,0,1,1,1,岡山県
563,285.4,16000,2,0,1,1,1,栃木県
564,276.9,16000,3,0,1,1,1,兵庫県
565,259.8,49000,3,0,1,1,1,島根県
566,254.8,16000,2,1,1,1,1,滋賀県
567,132.9,76000,10,0,1,1,1,宮城県
568,279.9,23000,4,0,1,1,1,福岡県
569,186.1,29000,6,0,1,0,1,大阪府
570,294,14000,3,0,1,1,1,栃木県
571,302.9,16000,3,0,1,1,1,千葉県
572,106.4,80000,10,0,1,0,1,愛知県
573,289.8,16000,3,0,1,1,1,新潟県
574,139.9,72000,10,0,1,1,1,神奈川県
575,126.9,25000,10,0,1,0,1,兵庫県
576,209.8,21000,6,0,1,1,1,福岡県
577,152.5,41000,10,0,1,0,1,北海道
578,260.5,50000,3,0,1,1,1,岡山県
579,288.8,34000,4,0,1,1,1,山口県
580,279.8,7,1,0,1,0,1,神奈川県
581,284.9,7000,2,0,1,1,1,茨城県
582,185.7,50000,6,0,1,0,1,大分県
583,165.8,26000,8,0,1,0,1,広島県
584,289.9,23000,4,0,1,1,1,兵庫県
585,193.8,51000,6,0,1,0,1,沖縄県
586,142.8,97000,4,0,1,0,1,北海道
587,157.8,46000,8,0,1,0,1,広島県
588,189.7,15000,6,0,1,1,1,埼玉県
589,322.3,400,1,0,1,1,1,愛知県
590,294.1,6000,3,0,1,1,1,大阪府
591,229.8,33000,4,0,1,1,1,埼玉県
592,172,54000,8,0,1,1,1,熊本県
593,239.9,8,1,0,1,1,1,愛知県
594,259.9,14000,3,0,1,1,1,長野県
595,194.9,55000,5,0,1,0,1,千葉県
596,323.6,50,1,0,1,1,1,滋賀県
597,199.9,65000,4,0,1,1,1,大阪府
598,148.3,38000,9,0,1,0,1,宮城県
599,258.7,7,1,0,1,1,1,岐阜県
600,184.8,45000,7,0,1,0,1,和歌山県
601,243,67000,3,0,1,1,0,千葉県
602,215.8,36000,6,0,1,0,1,沖縄県
603,72.9,66000,13,0,1,0,1,大阪府
604,99.9,98000,9,0,1,1,1,愛媛県
605,271.8,13000,4,0,0,1,1,新潟県
606,264.8,26000,4,0,1,1,1,鹿児島県
607,216.1,13000,5,0,1,1,1,千葉県
608,268.8,20000,3,0,1,0,1,愛知県
609,299.6,3000,3,0,1,1,1,愛知県
610,177.8,43000,8,0,1,0,1,栃木県
611,185.8,36000,7,0,1,0,1,熊本県
612,282.1,24000,3,0,1,1,1,三重県
613,110.4,43000,9,0,1,0,1,埼玉県
614,157.8,30000,9,0,1,1,1,奈良県
615,119.8,45000,9,0,0,0,0,神奈川県
616,174.7,42000,7,0,1,0,1,東京都
617,329.9,45,1,0,1,1,1,奈良県
618,104,86000,9,0,1,0,1,愛知県
619,292.9,21000,3,0,1,1,1,岐阜県
620,89.9,93000,11,0,1,0,1,愛知県
621,299.9,15000,2,0,1,1,1,宮崎県
622,312.6,42,2,0,1,1,1,滋賀県
623,86.8,90000,10,1,1,0,0,埼玉県
624,158.8,46000,10,0,1,1,1,宮城県
625,317.1,27000,1,0,1,1,1,千葉県
626,201.9,45000,5,0,1,1,1,群馬県
627,279.8,38000,3,0,1,1,1,大分県
628,279.9,40000,3,0,1,1,1,愛知県
629,175.7,12000,8,0,1,1,1,埼玉県
630,312,15000,2,0,1,1,1,岐阜県
631,249.8,22000,4,0,1,1,1,愛知県
632,168.8,56000,7,0,1,0,1,岡山県
633,302.9,24000,3,0,1,1,1,栃木県
634,279.2,15000,3,0,1,1,1,大阪府
635,270.8,13000,3,0,1,0,1,三重県
636,84.8,95000,10,0,1,0,0,埼玉県
637,179.8,31000,9,0,1,1,1,大阪府
638,298,39000,3,0,1,1,1,北海道
639,135,54000,10,0,1,0,1,千葉県
640,259.9,5,1,0,1,0,1,神奈川県
641,196.9,30000,5,0,1,0,1,大阪府
642,224.8,60000,4,0,1,0,1,埼玉県
643,87.2,59000,11,1,1,0,1,埼玉県
644,177.9,54000,8,0,1,0,1,静岡県
645,336,6000,1,0,1,1,1,大阪府
646,365.1,648,1,0,1,1,1,埼玉県
647,346.4,16000,2,0,1,1,1,愛知県
648,199.1,37000,3,0,1,0,1,兵庫県
649,260,9000,3,0,1,0,1,大阪府
650,289.5,13000,3,0,1,1,1,愛知県
651,270.7,20000,4,0,1,1,1,京都府
652,174.2,44000,5,0,1,0,1,埼玉県
653,130.3,102000,7,0,1,0,1,埼玉県
654,160.3,58000,7,0,1,0,1,埼玉県
655,154.3,84000,6,0,0,1,0,岡山県
656,122.6,50000,10,0,1,0,1,熊本県
657,292.9,22000,3,0,1,1,1,福岡県
658,214.8,38000,6,0,1,1,1,鹿児島県
659,175.4,69000,8,0,1,1,1,愛知県
660,269.8,49000,4,0,1,1,1,栃木県
661,299.9,7,1,0,1,1,1,愛媛県
662,209.8,22000,7,0,1,1,1,宮城県
663,177.9,43000,8,0,1,0,1,千葉県
664,286.6,27000,3,0,1,1,1,山口県
665,135.5,55000,11,0,1,1,1,大阪府
666,261.4,32000,2,0,1,1,1,栃木県
667,279.9,46000,4,0,1,1,1,宮城県
668,258.7,7,1,0,1,1,1,岐阜県
669,197.8,20000,8,0,1,1,1,岡山県
670,210.3,33000,5,0,1,1,1,福岡県
671,292.9,14000,3,0,1,1,1,滋賀県
672,288.7,21000,3,0,1,1,1,大阪府
673,319.9,10000,1,0,1,1,1,愛知県
674,299.9,33000,3,0,1,1,1,愛知県
675,177.9,66000,7,0,1,0,1,福岡県
676,170.8,50000,8,0,1,0,1,宮城県
677,278.8,19000,3,0,1,1,1,京都府
678,274.9,57000,3,0,1,1,1,愛知県
679,275,33000,4,0,1,1,1,岡山県
680,179.9,40000,7,0,1,0,1,岐阜県
681,169.8,34000,8,0,1,0,1,埼玉県
682,155.7,50000,9,0,1,1,1,福岡県
683,295.5,13000,2,0,1,1,1,広島県
684,223.5,18000,3,0,1,0,1,埼玉県
685,260.4,30000,3,0,1,0,1,愛知県
686,316.2,10000,3,0,1,1,1,福岡県
687,288.5,24000,4,0,1,1,1,埼玉県
688,199.2,38000,5,0,1,0,1,愛知県
689,176.5,33000,6,0,1,0,1,埼玉県
690,146.7,59000,10,0,1,1,1,岐阜県
691,193.8,57000,7,0,1,1,1,兵庫県
692,105.8,72000,11,0,1,0,1,愛知県
693,269.6,12000,2,0,1,0,1,大分県
694,135.2,95000,8,0,1,1,0,三重県
695,121.9,97000,7,0,1,1,1,愛知県
696,199.8,55000,6,0,1,1,1,群馬県
697,262.9,32000,3,0,1,0,1,熊本県
698,199,30000,6,0,1,0,1,福岡県
699,254.9,2000,4,0,1,0,1,埼玉県
700,292.9,23000,3,0,1,1,1,埼玉県
701,192.8,27000,7,0,1,1,1,大阪府
702,272.9,7,1,0,1,1,1,三重県
703,162.9,65000,8,0,1,0,1,千葉県
704,369.8,4,0,0,1,1,1,北海道
705,274.9,20,1,0,1,1,1,香川県
706,301.4,14000,3,0,1,1,1,千葉県
707,261.7,7,1,0,1,1,1,岐阜県
708,226.6,12000,4,0,1,0,1,山口県
709,278.8,49000,4,0,1,1,1,広島県
710,175.8,25000,9,0,1,0,1,愛知県
711,269.9,23000,4,0,1,1,1,兵庫県
712,163.5,63000,8,0,1,0,1,岩手県
713,309.9,8000,3,0,1,1,1,千葉県
714,144.9,52000,10,0,1,0,1,和歌山県
715,149.8,26000,9,0,1,0,1,富山県
716,107.9,89000,11,0,1,0,1,福岡県
717,156.7,72000,7,0,1,0,1,福岡県
718,196.8,68000,4,0,1,1,1,三重県
719,157.8,96000,4,0,1,0,1,北海道
720,288.8,48000,3,0,1,1,1,鹿児島県
721,292.8,29000,3,0,1,1,1,愛知県
722,312.9,11000,1,0,1,1,1,山口県
723,214.9,43000,5,0,1,0,1,茨城県
724,280.7,48000,3,0,1,1,1,大阪府
725,149.9,48000,9,0,1,0,1,広島県
726,289.8,35000,3,0,1,1,1,山口県
727,268.4,17000,2,0,1,0,1,大阪府
728,261.4,10000,3,0,1,0,1,大阪府
729,206.3,14000,5,0,1,0,1,千葉県
730,300,5,0,0,1,0,1,熊本県
731,302.9,13000,3,0,1,1,1,三重県
732,187.9,49000,5,0,1,0,1,三重県
733,158.8,78000,8,0,1,0,1,広島県
734,188.9,34000,7,0,1,0,1,大阪府
735,263.6,18000,2,0,1,0,1,大阪府
736,182.9,56000,7,0,1,1,1,大阪府
737,309.9,20,2,0,1,1,1,広島県
738,169.9,75000,8,0,1,1,1,岡山県
739,214.8,35000,6,0,1,1,1,奈良県
740,262.9,20000,3,0,1,0,1,長野県
741,142.9,81000,9,0,1,1,1,静岡県
742,309.8,22000,3,0,1,1,1,和歌山県
743,213.8,26000,5,0,1,0,1,福島県
744,196,56000,5,0,1,1,1,愛知県
745,178.5,41000,7,0,1,0,1,静岡県
746,123.4,42000,10,0,1,0,1,群馬県
747,92.9,112000,11,0,1,1,1,福岡県
748,239.9,8,1,0,1,1,1,愛知県
749,349.9,79,1,0,1,1,1,京都府
750,242.9,23000,4,0,1,0,1,愛知県
751,330.5,6,1,0,1,1,1,熊本県
752,205.4,36000,5,0,1,0,1,埼玉県
753,292.4,30000,3,0,1,1,1,茨城県
754,166.5,69000,8,0,0,1,1,千葉県
755,272.8,33000,3,0,1,1,1,石川県
756,159.9,64000,8,0,1,1,1,大阪府
757,154.8,38000,9,0,1,0,1,千葉県
758,184.8,49000,8,0,1,1,1,大阪府
759,175.8,69000,8,0,1,1,1,大分県
760,295.7,13000,2,0,1,1,1,埼玉県
761,263.8,10000,4,0,1,0,1,愛知県
762,166.2,57000,6,0,1,0,1,静岡県
763,239.8,27000,4,0,1,0,1,千葉県
764,269.9,13000,3,0,1,0,1,宮崎県
765,162.6,52000,8,0,1,0,1,福岡県
766,258.7,11,1,0,1,1,1,愛知県
767,258.7,9,1,0,1,1,1,愛知県
768,298,27000,4,0,1,1,1,北海道
769,296.8,25000,4,0,1,1,1,大阪府
770,288.7,16000,4,0,1,1,1,大阪府
771,119.8,90000,9,0,1,1,1,京都府
772,285.7,22000,3,0,1,1,1,大阪府
773,280.2,17000,3,0,1,0,1,宮崎県
774,284.8,46000,4,0,1,1,1,愛媛県
775,133.9,50000,9,0,1,0,1,滋賀県
776,259.9,5,1,0,0,0,1,神奈川県
777,143.9,65000,9,0,1,1,1,神奈川県
778,285.7,33000,3,0,1,1,1,大阪府
779,132.9,74000,10,0,1,1,1,愛知県
780,306.4,4000,2,0,1,1,1,大阪府
781,273.2,39000,4,0,1,0,1,岡山県
782,249.9,9,1,0,1,1,1,岐阜県
