index,車両本体価格(万円),走行距離(km),車歴,修復歴,保証,ハイブリッド,車検,都道府県
4253,169.8,48000,8,0,1,0,1,茨城県
4254,180.8,32000,6,0,1,1,1,静岡県
4255,249.5,32000,4,0,1,1,0,宮城県
4256,199.9,45000,3,0,1,0,0,埼玉県
4257,109.9,36000,10,1,1,0,1,秋田県
4258,109.4,37000,10,0,1,0,1,栃木県
4259,255.9,5000,4,1,0,1,0,新潟県
4260,119.8,72000,8,0,1,0,1,滋賀県
4261,278,17000,2,0,1,1,1,福岡県
4262,235,72000,2,0,1,1,1,東京都
4263,261.3,5000,2,1,1,1,1,兵庫県
4264,269.6,4000,1,1,1,1,1,埼玉県
4265,39,90000,18,0,0,0,1,宮城県
4266,252.5,24000,3,0,1,1,1,和歌山県
4267,62.9,100000,13,0,1,0,1,福島県
4268,153.8,31000,5,1,1,0,1,岐阜県
4269,278.9,26000,3,0,1,1,1,青森県
4270,277.7,10000,1,0,1,1,1,埼玉県
4271,197.3,33000,5,0,1,0,1,北海道
4272,155.9,59000,5,0,0,0,0,長野県
4273,159.9,68000,7,0,1,1,1,長崎県
4274,65,66000,13,0,1,0,1,茨城県
4275,267.7,16000,4,0,1,1,1,福島県
4276,146.3,52000,7,0,1,0,1,和歌山県
4277,150,42000,7,0,1,0,1,埼玉県
4278,89.8,92000,10,0,1,1,1,宮城県
4279,160.8,53000,7,0,1,1,1,千葉県
4280,104.8,72000,10,0,1,0,1,愛媛県
4281,99.9,54000,10,0,1,0,1,埼玉県
4282,139.8,43000,8,0,1,0,1,愛媛県
4283,81.7,92000,10,0,1,0,1,大阪府
4284,78,126000,11,0,1,1,1,埼玉県
4285,126,68000,9,0,1,0,1,広島県
4286,289,17000,2,0,1,1,1,秋田県
4287,172.4,27000,7,0,1,1,1,千葉県
4288,119.5,78000,6,0,1,0,1,北海道
4289,60.8,65000,11,0,1,0,1,愛知県
4290,85.8,137000,9,0,1,1,1,愛知県
4291,258.8,6000,4,0,1,1,1,山形県
4292,107,45000,9,0,0,0,1,茨城県
4293,137.8,45000,7,0,1,0,1,山梨県
4294,268.9,2000,1,1,1,1,1,徳島県
4295,209.1,12000,2,1,1,0,1,兵庫県
4296,168,37000,7,0,1,0,1,長野県
4297,148.6,67000,7,0,1,0,1,徳島県
4298,38.9,51000,16,1,1,0,1,愛知県
4299,245.9,33000,2,1,0,1,0,富山県
4300,175,38000,5,0,1,0,1,愛知県
4301,139,83000,8,0,0,1,1,広島県
4302,129,45000,7,0,1,0,1,新潟県
4303,112.8,32000,10,0,0,0,1,千葉県
4304,76.1,124000,8,0,0,0,1,福岡県
4305,92.2,91000,10,0,1,0,1,茨城県
4306,130.5,73000,7,0,1,0,1,千葉県
4307,99.8,115000,8,0,1,1,1,茨城県
4308,125.8,19000,7,1,1,0,1,岐阜県
4309,285.4,29000,2,0,1,1,1,兵庫県
4310,88.8,70000,10,1,1,0,1,三重県
4311,126,61000,9,0,1,0,1,山口県
4312,116.8,69000,9,0,1,0,1,富山県
4313,232.9,10,1,0,1,1,1,富山県
4314,74.6,89000,11,0,0,0,1,埼玉県
4315,228.4,24000,3,1,1,1,1,兵庫県
4316,116.4,26000,10,0,1,0,1,兵庫県
4317,168.8,16000,6,0,1,0,1,新潟県
4318,88,83000,11,0,1,0,1,京都府
4319,100,98000,10,0,1,1,1,香川県
4320,107.8,125000,8,0,1,1,1,愛知県
4321,103.6,71000,8,1,1,0,1,福島県
4322,145,68000,8,0,1,0,1,奈良県
4323,137.5,32000,7,0,1,0,1,千葉県
4324,97.8,68000,10,0,1,0,1,兵庫県
4325,159.8,39000,7,0,1,0,1,奈良県
4326,109.6,107000,8,0,1,1,1,宮城県
4327,123.5,63000,9,0,1,0,1,鹿児島県
4328,39.8,105000,14,0,1,0,1,福岡県
4329,42,51000,19,0,1,0,1,静岡県
4330,249.7,14000,3,0,1,1,1,千葉県
4331,139.1,68000,5,0,1,0,1,静岡県
4332,215.9,6000,2,1,0,1,1,山梨県
4333,177.7,35000,5,0,1,0,1,長崎県
4334,69.8,61000,17,0,1,0,1,福岡県
4335,243.2,39000,2,0,1,1,1,香川県
4336,88.7,85000,11,0,1,0,1,兵庫県
4337,186.2,22000,5,0,1,0,1,京都府
4338,108,36000,10,1,1,0,1,東京都
4339,92.4,108000,11,0,1,1,1,北海道
4340,253,7,1,0,1,1,1,石川県
4341,232.3,35000,4,0,1,0,1,山口県
4342,94.1,83000,9,0,1,0,1,北海道
4343,45.6,65000,19,0,0,0,1,埼玉県
4344,158.3,20000,7,1,1,0,1,香川県
4345,86,69000,11,0,0,1,1,愛知県
4346,187.9,33000,7,0,1,1,1,東京都
4347,198.8,36000,6,0,1,1,1,広島県
4348,153.6,44000,7,1,1,1,1,埼玉県
4349,268.3,11000,3,0,1,1,1,埼玉県
4350,119.8,35000,11,0,1,0,1,香川県
4351,210.3,53000,3,0,1,1,1,大阪府
4352,253.6,7,1,0,1,1,1,富山県
4353,241.6,5,1,0,1,1,1,福井県
4354,198.2,21000,5,0,1,1,1,神奈川県
4355,142.5,67000,7,0,1,0,1,千葉県
4356,132,29000,9,0,1,1,1,群馬県
4357,45.9,58000,13,1,0,0,0,山梨県
4358,94,114000,8,0,1,0,1,宮城県
4359,45,115000,17,0,1,0,1,青森県
4360,93.9,102000,9,0,1,1,1,埼玉県
4361,118,63000,10,0,1,0,1,福島県
4362,279.8,4000,3,0,1,1,1,広島県
4363,170,40000,7,0,1,1,1,長崎県
4364,124,97000,8,0,1,1,1,香川県
4365,123.9,51000,9,0,1,0,1,愛知県
4366,235,27000,3,0,1,0,1,京都府
4367,132.1,64000,7,1,1,1,1,埼玉県
4368,185.7,14000,5,0,1,0,1,岩手県
4369,228.9,23000,3,0,1,0,1,東京都
4370,42.9,54000,17,0,0,0,1,新潟県
4371,251,17000,2,0,1,1,1,香川県
4372,113.2,64000,11,0,1,1,1,兵庫県
4373,251.4,9000,3,0,1,0,1,大阪府
4374,69.8,67000,13,0,1,0,1,香川県
4375,102,80000,10,0,0,0,1,福島県
4376,202.5,40000,5,0,1,1,1,兵庫県
4377,109.8,70000,9,0,1,0,1,岡山県
4378,56,53000,14,0,0,0,1,茨城県
4379,129.8,47000,9,1,1,1,1,茨城県
4380,177.6,57000,6,0,1,1,1,広島県
4381,157,63000,8,0,0,1,1,京都府
4382,179.6,51000,7,0,1,1,1,鹿児島県
4383,65,42000,13,1,1,0,1,東京都
4384,242,17000,3,0,1,0,1,千葉県
4385,295.6,10000,1,0,1,1,1,兵庫県
4386,348.8,5,0,0,1,1,1,長崎県
4387,112.8,59000,9,0,1,0,1,静岡県
4388,115,81000,9,0,1,1,1,大阪府
4389,89,92000,10,1,1,1,1,秋田県
4390,216.5,28000,4,0,1,1,1,大阪府
4391,100.8,94000,9,0,1,1,1,静岡県
4392,146.6,35000,8,0,1,0,1,高知県
4393,69,110000,11,0,0,0,1,広島県
4394,290.7,3000,3,0,1,1,1,千葉県
4395,108.9,47000,11,0,1,0,1,新潟県
4396,114.6,65000,10,0,1,0,1,大阪府
4397,115,103000,7,0,1,1,1,福岡県
4398,100.4,56000,11,0,1,0,1,愛知県
4399,177,49000,6,0,1,0,1,香川県
4400,147.5,49000,9,0,1,1,1,兵庫県
4401,64.2,47000,14,0,1,0,1,神奈川県
4402,269.5,2000,1,1,1,1,1,徳島県
4403,98,100000,9,0,1,1,1,栃木県
4404,312.2,5,0,0,1,1,1,石川県
4405,79.8,116000,10,0,0,0,1,北海道
4406,165,72000,6,0,1,1,1,栃木県
4407,94,72000,11,0,1,0,1,和歌山県
4408,158.3,44000,8,0,1,0,1,秋田県
4409,140.4,32000,10,0,1,1,1,富山県
4410,129.8,60000,10,0,1,0,1,愛媛県
4411,251.7,2000,2,0,1,0,1,三重県
4412,247.7,18000,3,0,1,0,1,群馬県
4413,108.8,99000,10,0,1,0,1,岩手県
4414,266,34000,4,0,1,1,1,千葉県
4415,138.6,52000,9,0,1,1,1,岐阜県
4416,132.5,61000,10,0,1,1,1,千葉県
4417,352,5,1,0,1,1,1,静岡県
4418,139.4,36000,10,0,1,1,1,徳島県
4419,127.6,65000,8,0,1,0,1,富山県
4420,232.2,4000,4,1,1,1,0,愛知県
4421,212.9,10000,3,1,0,1,0,石川県
4422,204.4,31000,4,0,1,0,1,長野県
4423,282.9,14000,2,1,1,1,1,沖縄県
4424,156.6,48000,8,0,1,1,1,大分県
4425,69.6,40000,13,0,1,0,1,大阪府
4426,143.7,83000,6,0,1,0,1,北海道
4427,100,91000,10,0,1,0,1,新潟県
4428,119.8,41000,11,0,1,0,1,香川県
4429,127.8,44000,7,1,1,0,1,愛知県
4430,39,78000,17,0,0,0,1,神奈川県
4431,124.6,31000,10,0,1,0,1,鹿児島県
4432,117.9,101000,8,0,1,1,1,長崎県
4433,116.6,49000,10,0,1,0,1,岐阜県
4434,99.8,69000,11,0,1,0,1,新潟県
4435,90,97000,9,1,1,1,1,茨城県
4436,173.7,41000,8,0,1,1,1,愛知県
4437,105.7,67000,10,0,1,0,1,福井県
4438,159.8,59000,4,1,1,1,1,愛知県
4439,262.7,8000,1,0,1,0,1,山形県
4440,95,48000,10,1,1,0,1,兵庫県
4441,248.8,27000,2,0,1,0,1,愛知県
4442,228,13000,3,0,0,0,1,兵庫県
4443,314.2,4,0,0,1,1,1,石川県
4444,314.2,5,0,0,1,1,1,石川県
4445,254,10000,2,1,1,1,1,栃木県
4446,117.3,89000,10,0,1,0,1,北海道
4447,262.7,16000,4,0,1,1,1,山形県
4448,135,79000,8,0,0,1,1,香川県
4449,275.6,30000,3,0,1,1,1,三重県
4450,108,75000,11,0,1,0,1,宮城県
4451,117.8,39000,11,0,1,0,1,静岡県
4452,198,58000,4,0,1,0,0,福岡県
4453,285,10000,1,0,1,1,1,愛知県
4454,334.2,5,0,0,1,1,1,石川県
4455,334.2,4,0,0,1,1,1,石川県
4456,336.4,1000,1,0,1,1,1,奈良県
4457,124.6,36000,9,0,1,0,1,愛知県
4458,231.6,21000,4,0,1,0,1,山形県
4459,100,73000,9,1,1,1,1,福岡県
4460,182.3,52000,8,0,1,0,1,長野県
4461,247.9,8,1,0,1,1,1,石川県
4462,160,68000,7,0,0,1,1,福岡県
4463,156.9,44000,5,0,1,0,1,大阪府
4464,108.9,61000,11,0,1,0,1,京都府
4465,198.8,53000,3,0,1,0,1,大阪府
4466,112.7,77000,6,1,0,0,0,埼玉県
4467,228.2,49000,3,0,1,0,1,東京都
4468,202.7,30000,5,0,1,0,1,宮城県
4469,58.4,65000,17,0,1,0,1,茨城県
4470,175.3,52000,7,0,1,1,1,京都府
4471,124.1,39000,9,0,1,0,1,愛知県
4472,192.5,34000,4,0,1,0,1,富山県
4473,152.6,48000,5,1,1,1,1,埼玉県
4474,156.1,53000,8,0,1,0,1,愛知県
4475,112.7,75000,9,0,0,0,0,埼玉県
4476,258.6,18000,3,0,1,1,1,静岡県
4477,248.1,5000,4,0,1,0,1,徳島県
4478,120,68000,9,0,0,1,1,愛知県
4479,162,38000,8,0,1,0,1,大阪府
4480,160.2,60000,7,0,1,0,1,京都府
4481,177.7,29000,6,0,1,0,1,東京都
4482,282.1,30000,3,0,1,1,1,福井県
4483,158.6,31000,7,0,1,0,1,広島県
4484,87.6,96000,10,0,1,0,1,宮城県
4485,289.8,22000,3,0,1,1,1,広島県
4486,286.8,27000,3,0,1,1,1,広島県
4487,248.8,10,1,0,1,1,1,富山県
4488,238.7,21000,3,0,1,0,1,広島県
4489,276.4,29000,3,0,1,1,1,石川県
4490,100,82000,9,0,1,0,1,岡山県
4491,211.1,41000,5,0,1,1,1,千葉県
4492,180.8,32000,7,0,1,1,1,静岡県
4493,137.3,57000,11,0,1,1,1,千葉県
4494,109.8,63000,10,0,1,0,1,神奈川県
4495,185.6,28000,7,0,1,1,1,滋賀県
4496,253,39000,3,0,1,1,1,千葉県
4497,99.8,102000,10,0,1,0,1,北海道
4498,338,60,1,0,1,1,1,香川県
4499,159.8,49000,9,0,1,1,1,奈良県
4500,211,3000,4,1,1,0,1,栃木県
4501,256.3,12000,3,1,1,1,1,兵庫県
4502,288.8,25000,3,0,1,1,1,京都府
4503,259,36000,3,0,0,1,1,埼玉県
4504,174.3,54000,7,0,1,0,1,愛媛県
4505,79.8,92000,11,0,1,0,1,静岡県
4506,186.9,67000,5,0,1,1,1,岐阜県
4507,74.5,118000,11,0,1,0,1,鹿児島県
4508,258.8,25000,2,1,1,1,1,岐阜県
4509,112.7,61000,10,0,0,0,0,埼玉県
4510,124.8,46000,11,0,1,0,1,奈良県
4511,219,26000,5,0,1,1,1,香川県
4512,126.9,86000,8,0,1,0,1,長野県
4513,269.3,32000,4,0,1,1,1,滋賀県
4514,87.9,78000,10,0,0,0,1,東京都
4515,177,78000,4,0,1,1,1,静岡県
4516,208.1,41000,5,0,1,1,1,兵庫県
4517,259.8,8000,3,0,1,1,1,愛知県
4518,301.2,11000,1,0,1,1,1,高知県
4519,55,52000,16,0,1,0,1,茨城県
4520,187.5,42000,5,0,1,0,1,北海道
4521,167.7,44000,7,0,1,0,1,宮城県
4522,124.6,37000,9,0,1,1,1,千葉県
4523,121.9,105000,8,0,1,1,1,福岡県
4524,263.7,16,1,0,1,0,1,静岡県
4525,158,61000,8,0,0,0,1,広島県
4526,37.9,99000,13,0,1,0,1,埼玉県
4527,199.8,34000,4,0,1,0,1,長崎県
4528,187.4,23000,6,0,1,0,1,愛媛県
4529,291.5,27000,3,0,1,1,1,茨城県
4530,70,87000,10,1,1,0,1,長崎県
4531,120.1,41000,10,0,1,0,1,愛知県
4532,171.7,58000,6,0,1,0,1,東京都
4533,119.7,27000,11,0,1,0,1,岩手県
4534,193.6,31000,5,0,1,0,1,滋賀県
4535,140.3,106000,6,0,1,1,1,福岡県
4536,100,55000,10,1,1,0,1,神奈川県
4537,269.1,32000,3,0,1,1,1,静岡県
4538,198.1,46000,7,0,1,0,1,長野県
4539,256.5,60000,3,0,1,1,1,青森県
4540,246.1,11000,3,0,1,0,1,群馬県
4541,56.5,134000,11,0,1,0,1,福岡県
4542,244.5,15,1,0,1,1,1,富山県
4543,240.9,16000,4,0,1,0,1,静岡県
4544,170.4,69000,7,0,1,1,1,東京都
4545,135.3,74000,5,1,1,0,1,新潟県
4546,209.8,11000,3,1,1,0,1,岐阜県
4547,93,70000,10,1,1,0,1,宮城県
4548,189,40000,6,0,1,0,1,山梨県
4549,105.8,96000,10,0,1,1,1,愛知県
4550,285,6000,4,0,1,1,1,埼玉県
4551,206.8,32000,6,0,1,1,1,大阪府
4552,178.8,28000,5,1,1,1,1,埼玉県
4553,156.8,50000,8,0,1,0,1,静岡県
4554,134.6,88000,7,0,1,0,1,広島県
4555,117.2,45000,9,0,1,0,1,新潟県
4556,142.2,91000,5,0,0,0,1,青森県
4557,152.9,76000,8,0,1,1,1,新潟県
4558,305.7,34000,4,0,1,1,1,北海道
4559,235.9,31000,4,1,1,1,1,埼玉県
4560,164.6,65000,8,0,1,1,1,茨城県
4561,128,27000,10,0,1,0,1,神奈川県
4562,159.2,44000,7,0,1,0,1,愛媛県
4563,218.4,7000,1,1,1,1,1,埼玉県
4564,454.2,5000,1,0,1,1,1,静岡県
4565,276.3,24000,3,0,1,1,1,兵庫県
4566,198.6,81000,4,0,1,0,1,山口県
4567,142.5,71000,7,0,1,0,1,千葉県
4568,116.6,113000,9,0,1,1,1,広島県
4569,179.8,78000,9,0,1,0,1,北海道
4570,99.8,58000,10,0,1,0,1,岡山県
4571,124.2,53000,10,0,1,1,1,兵庫県
4572,102.7,62000,11,0,1,1,1,愛知県
4573,81.2,66000,13,0,1,0,1,千葉県
4574,149.3,98000,6,0,1,0,1,長野県
4575,169.4,55000,7,0,1,0,1,熊本県
4576,52.5,82000,14,0,1,0,1,神奈川県
4577,48,92000,20,0,0,0,1,岩手県
4578,107,97000,10,0,1,1,1,栃木県
4579,89,104000,10,0,1,0,1,兵庫県
4580,190.6,31000,5,0,1,0,1,千葉県
4581,79,113000,9,1,0,1,1,神奈川県
4582,91,88000,11,0,1,1,1,埼玉県
4583,90.1,148000,9,0,1,1,1,神奈川県
4584,102,111000,7,0,1,0,1,三重県
4585,361.5,11,0,0,0,1,1,神奈川県
4586,263.6,11000,2,0,1,1,1,兵庫県
4587,237.8,23000,3,0,1,0,1,山口県
4588,269.5,29000,3,0,1,1,1,東京都
4589,290.3,15000,3,0,1,1,1,神奈川県
4590,295.9,30000,3,0,1,1,1,福岡県
4591,299.4,17000,3,0,1,1,1,福島県
4592,313.2,39000,3,0,1,1,1,香川県
4593,201.6,11000,4,0,1,0,1,山形県
4594,224.7,7000,4,0,1,0,1,山形県
4595,248.9,10000,4,0,1,1,1,東京都
4596,254.6,25000,4,0,1,0,1,徳島県
4597,277.5,5000,4,0,1,1,1,山形県
4598,281.4,18000,4,0,1,1,1,宮城県
4599,208.5,48000,5,0,1,1,1,山形県
4600,175,57000,6,1,1,1,1,福岡県
4601,189.8,19000,6,0,1,0,1,東京都
4602,196.8,54000,6,0,1,1,1,香川県
4603,145.7,48000,7,0,1,0,1,静岡県
4604,164.4,32000,7,0,1,1,0,大阪府
4605,115,125000,9,0,1,1,1,大阪府
4606,127.2,46000,9,0,0,0,1,滋賀県
4607,165.8,32000,9,0,1,1,1,東京都
4608,176.5,33000,9,0,1,1,1,東京都
4609,180.2,72000,9,0,1,1,1,福井県
4610,150,109000,10,1,1,1,1,福岡県
4611,108.6,58000,11,0,1,0,1,新潟県
4612,65,78000,12,0,1,0,1,岡山県
4613,143.2,41000,9,0,1,0,1,福島県
4614,115.8,33000,9,1,1,0,1,愛知県
4615,198.9,62000,6,0,1,0,1,石川県
4616,216.4,33000,5,0,1,0,1,北海道
4617,68,116000,9,1,1,0,1,福岡県
4618,110.6,68000,10,0,0,0,1,広島県
4619,111,54000,9,1,1,0,1,埼玉県
4620,204.2,9000,4,1,1,0,1,埼玉県
4621,288,34000,3,0,1,1,1,大分県
4622,229.2,72000,3,1,1,1,1,山口県
4623,304,20000,2,0,1,1,1,宮城県
4624,65.8,54000,14,0,0,0,1,千葉県
4625,156.6,83000,7,0,1,1,1,広島県
4626,257.4,28000,3,1,1,1,1,兵庫県
4627,284.4,36000,3,0,1,1,1,京都府
4628,276.2,50000,3,0,1,1,1,大分県
4629,309.9,23000,3,0,0,1,0,石川県
4630,263.6,23000,2,0,0,0,1,山口県
4631,95.8,76000,10,0,1,0,1,長崎県
4632,253.3,19000,4,0,1,1,1,長崎県
4633,283.1,34000,4,0,1,1,1,香川県
4634,159,22000,8,0,1,0,1,福岡県
4635,119.6,64000,10,0,1,0,1,山形県
4636,239.6,51000,3,0,0,0,1,埼玉県
4637,240,17000,3,1,0,1,1,愛知県
4638,224.8,39000,6,0,1,1,1,熊本県
4639,337.4,10,0,0,1,1,1,香川県
4640,320,5000,1,0,1,1,1,北海道
4641,264.2,57000,3,0,1,1,1,徳島県
4642,70,111000,10,1,1,0,1,香川県
4643,110,80000,11,0,1,0,1,熊本県
4644,106.4,70000,10,0,1,0,1,大阪府
4645,260.5,35000,3,0,1,1,1,長野県
4646,135,50000,10,0,1,0,1,広島県
4647,202.2,30000,5,0,1,0,1,愛媛県
4648,239.8,36000,3,0,1,0,1,神奈川県
4649,170,43000,8,0,1,1,1,千葉県
4650,109.8,95000,9,0,1,0,1,北海道
4651,238,27000,4,1,1,1,1,岡山県
4652,256.2,46000,4,0,1,1,1,埼玉県
4653,250,72000,3,0,1,1,1,青森県
4654,116,27000,10,0,1,0,0,埼玉県
4655,283.7,24000,4,0,0,1,0,栃木県
4656,79.8,106000,10,1,1,1,1,栃木県
4657,190.7,74000,4,0,1,1,1,青森県
4658,149,57000,10,0,1,1,1,徳島県
4659,180,40000,8,0,0,1,1,新潟県
4660,49,120000,16,0,1,0,1,鹿児島県
4661,252.2,38000,3,0,1,0,1,滋賀県
4662,292.8,33000,3,0,1,1,1,広島県
4663,276.4,57000,4,0,1,1,1,岩手県
4664,247.2,16000,2,1,0,1,1,千葉県
4665,284.7,33000,4,0,1,1,1,滋賀県
4666,138.4,65000,9,0,1,0,1,千葉県
4667,244.8,49000,4,0,1,0,1,広島県
4668,145.3,86000,6,0,1,1,1,福岡県
4669,209.6,11000,6,0,1,1,1,大阪府
4670,260.9,22000,4,0,1,1,1,静岡県
4671,127.7,65000,10,0,1,0,1,静岡県
4672,145.1,45000,8,0,0,0,1,群馬県
4673,159.6,67000,9,0,1,1,1,鹿児島県
4674,190,22000,6,0,1,0,1,滋賀県
4675,131.5,56000,10,0,0,0,1,広島県
4676,115.1,70000,11,0,1,0,1,千葉県
4677,209.8,13000,4,1,1,0,1,愛知県
4678,274.9,19000,3,0,1,1,1,京都府
4679,129.8,79000,9,0,0,1,1,千葉県
4680,62,62000,14,0,1,0,1,長野県
4681,245.9,34000,3,1,0,1,0,富山県
4682,134.5,44000,10,0,1,0,1,福島県
4683,133.8,89000,9,0,1,1,1,沖縄県
4684,149.6,52000,7,0,1,0,1,石川県
4685,145,59000,9,0,1,1,1,鹿児島県
4686,246.9,54000,4,0,1,1,1,宮城県
4687,237.7,22000,4,0,1,1,1,埼玉県
4688,190.5,11000,5,0,1,0,1,千葉県
4689,265.9,54000,3,0,0,1,0,山梨県
4690,93,80000,11,0,1,0,1,新潟県
4691,132.3,121000,6,0,1,1,1,福岡県
4692,208.7,35000,5,0,1,0,1,宮城県
4693,124.8,67000,10,0,1,0,1,神奈川県
4694,86.6,48000,14,0,1,0,1,長崎県
4695,118,84000,11,0,1,1,1,大分県
4696,164.6,55000,7,0,1,0,1,高知県
4697,75.1,85000,12,0,1,0,1,千葉県
4698,147.9,77000,8,0,1,1,1,高知県
4699,183,69000,4,0,1,1,1,兵庫県
4700,56,51000,18,0,1,0,1,大阪府
4701,79.8,107000,10,0,1,0,1,埼玉県
4702,99.8,100000,10,1,1,1,1,熊本県
4703,346.4,5,1,0,1,1,1,福岡県
4704,289,7000,3,0,1,1,1,福岡県
4705,173.1,54000,5,0,1,0,1,滋賀県
4706,187.6,38000,6,0,1,0,1,広島県
4707,100.2,92000,10,0,1,0,1,千葉県
4708,212.8,29000,5,0,1,1,1,東京都
4709,78,118000,9,1,0,1,1,埼玉県
4710,67.2,132000,10,0,1,0,1,埼玉県
4711,287.7,32000,3,0,1,1,1,千葉県
4712,168.1,61000,8,0,1,0,1,徳島県
4713,125.6,45000,9,0,0,0,1,群馬県
4714,137.5,79000,7,0,1,0,1,千葉県
4715,137.2,59000,9,0,1,0,1,広島県
4716,145.9,67000,10,0,1,0,1,石川県
4717,274.8,40000,4,0,1,1,1,愛媛県
4718,299.6,12000,2,0,1,1,1,静岡県
4719,168,72000,7,0,1,1,1,鹿児島県
4720,299.8,43000,2,0,1,1,1,熊本県
4721,305.6,16000,2,0,1,1,1,長野県
4722,166.8,25000,8,0,1,0,1,広島県
4723,234,8000,2,1,1,0,1,埼玉県
4724,197.4,31000,5,0,1,1,1,茨城県
4725,159.4,39000,8,1,1,1,1,徳島県
4726,209.8,28000,3,1,1,0,1,愛知県
4727,173.1,22000,8,0,1,0,1,愛知県
4728,187.8,65000,7,0,1,1,1,宮城県
4729,192,39000,7,0,1,1,1,香川県
4730,298.8,19000,3,0,1,1,1,広島県
4731,140,43000,7,1,0,1,1,兵庫県
4732,297.3,975,1,1,1,1,1,兵庫県
4733,217.9,23000,5,0,1,1,1,静岡県
4734,305,23000,3,0,1,1,1,香川県
4735,211.9,17000,6,0,1,0,1,埼玉県
4736,108,104000,10,0,1,1,1,岡山県
4737,294.8,10000,3,0,1,1,1,東京都
4738,262,18000,3,0,1,0,1,大分県
4739,160.8,62000,8,1,1,0,1,岩手県
4740,171.1,35000,8,0,1,0,1,千葉県
4741,227.9,51000,3,0,1,0,1,山口県
4742,247.9,37000,3,1,1,1,1,長崎県
4743,65.8,11000,15,0,1,0,1,兵庫県
4744,115.8,49000,10,0,1,0,1,愛知県
4745,128,77000,9,0,1,0,1,大分県
4746,304.8,24000,2,0,1,1,1,滋賀県
4747,249.8,44,1,0,1,0,1,埼玉県
4748,306.7,18000,3,0,1,1,1,熊本県
4749,301.1,26000,2,0,1,1,1,神奈川県
4750,93.5,91000,11,0,1,0,1,三重県
4751,128,62000,10,0,1,0,1,岡山県
4752,271.6,41000,4,0,1,1,1,茨城県
4753,289.1,32000,3,0,1,1,1,香川県
4754,148,97000,6,0,1,1,1,新潟県
4755,79.9,72000,11,1,1,0,1,埼玉県
4756,279,16000,3,0,1,1,1,静岡県
4757,140.6,64000,9,0,1,0,1,大阪府
4758,304.9,26000,4,0,1,1,1,沖縄県
4759,294.4,28000,3,0,1,1,1,富山県
4760,253.9,12000,4,0,1,0,1,大阪府
4761,248,83000,4,0,1,1,1,北海道
4762,133.8,74000,10,0,1,1,1,岡山県
4763,105.9,50000,11,1,1,0,1,静岡県
4764,91,98000,11,1,0,1,1,福島県
4765,87.9,34000,15,0,1,0,1,千葉県
4766,115.8,141000,8,0,1,0,1,秋田県
4767,55,38000,15,1,0,0,1,宮城県
4768,142.5,72000,7,0,1,0,1,千葉県
4769,159.8,46000,10,0,1,1,1,愛媛県
4770,339,17000,2,0,1,1,1,北海道
4771,132.8,83000,9,0,1,1,1,静岡県
4772,129.8,62000,11,0,1,1,1,広島県
4773,259.9,33000,4,0,0,1,0,石川県
4774,79.9,155000,11,0,1,1,1,福岡県
4775,284.4,27000,3,0,1,1,1,京都府
4776,339.4,10000,1,0,1,1,1,沖縄県
4777,257.1,31000,3,0,1,0,1,高知県
4778,138,56000,10,0,1,1,1,山梨県
4779,138,85000,7,0,1,0,1,和歌山県
4780,291.4,17000,4,0,1,1,1,広島県
4781,165,47000,5,1,1,0,1,兵庫県
4782,250.9,45000,4,0,1,1,1,石川県
4783,278.8,39000,3,0,1,1,1,宮城県
4784,294.3,11000,3,0,1,1,1,千葉県
4785,208.2,70000,6,0,1,1,1,千葉県
4786,118.7,63000,8,0,1,0,1,長崎県
4787,174.3,51000,8,0,1,0,1,千葉県
4788,140.7,71000,9,0,1,1,1,千葉県
4789,170.5,21000,9,0,1,0,1,千葉県
4790,144.9,41000,10,0,1,0,1,北海道
4791,158.8,39000,7,1,1,1,1,岐阜県
4792,253,3000,4,0,1,0,1,三重県
4793,269.4,16000,4,0,1,0,1,沖縄県
4794,129.8,55000,10,0,1,0,1,福岡県
4795,279,6000,3,0,1,1,1,長野県
4796,35,124000,20,0,1,0,1,北海道
4797,128.2,19000,10,0,0,0,1,山口県
4798,168.3,53000,8,0,1,0,1,沖縄県
4799,155.1,86000,8,0,1,1,1,広島県
4800,223,4000,3,1,1,0,1,埼玉県
4801,129.3,80000,9,0,1,0,1,滋賀県
4802,230.9,15000,3,0,0,0,1,東京都
4803,94,104000,10,0,0,1,1,福島県
4804,290.5,41000,3,0,1,1,1,茨城県
4805,215.4,59000,4,0,1,1,1,徳島県
4806,233.8,39000,4,0,1,0,1,山口県
4807,55,55000,17,0,0,0,1,神奈川県
4808,256.8,40000,4,0,1,0,1,大阪府
4809,125.9,52000,11,0,0,1,1,石川県
4810,278.5,42000,4,0,1,1,1,福井県
4811,127.9,86000,11,0,1,1,1,千葉県
4812,198.2,15000,5,0,1,0,1,京都府
4813,123.9,35000,10,0,1,0,1,佐賀県
4814,130,65000,10,0,1,0,1,三重県
4815,159,27000,8,0,1,0,1,愛知県
4816,339.8,103,1,0,0,1,1,栃木県
4817,291.1,25000,2,0,1,1,1,神奈川県
4818,300.4,7000,2,0,1,1,1,愛知県
4819,246,54000,3,0,1,0,1,沖縄県
4820,268.7,40000,3,0,1,1,1,長崎県
4821,283.8,5000,3,0,1,1,1,東京都
4822,288.6,22000,3,0,1,1,1,静岡県
4823,303.8,24000,3,0,1,1,1,石川県
4824,316.4,19000,3,0,1,0,1,静岡県
